,Title,Name,content
467,controle du Parlement sur la securite sociale,Lucien RICHARD,
468,controle parlementaire du conseil de la CEE,Charles PASQUA,"  tendant au controle parlementaire des projets de reglements et de directives du conseil des communautes europeennes, n° 116, déposée le  3 décembre 1990"
469,controle sur l'assurance-credit et la COFACE,"François D'AUBERT, Edmond Hervé","  tendant a la creation d'une commission de controle sur le service public de l'assurance-credit et la COFACE, n° 1914, déposée le  21 mars 1991 "
470,controles de police,Lucette MICHAUX-CHEVRY,"  tendant a supprimer les controles de police pour les citoyens francais entre la metropole et les departements d'outre-mer, n° 1665, déposée le  25 octobre 1990"
471,CONVENTION ASSISTANCE EN CAS D'ACCIDENT NUCLEAIRE,Michel Bérégovoy,</font></b></p><hr> 
472,convention avec le Cameroun sur la securite sociale,Jeanny Lorgeoux, 
473,CONVENTION AVEC L'UNION LATINE,"Michel D'Aillieres, Charles Pistre", rapporteur le  30 mars 1989 
474,CONVENTION CEE RESSOURCES PROPRES DES COMMUNAUTES,"Paul Dhaille, Josy Moinet",  rapporteur le  14 décembre 1988
475,CONVENTION CONSERVATION DE LA VIE SAUVAGE ,"Roland Nungesser, Jacques Golliet",  rapporteur le  29 novembre 1989
476,CONVENTION CONSERVATION DES ESPECES MIGRATRICES,"Roland Nungesser, Jacques Golliet",  rapporteur le  29 novembre 1989
477,convention contre le dopage,"Bernard Guyomard, Michel Crépeau", rapporteur le  17 octobre 1990 
478,convention contre le trafic de stupefiants,"Michel Alloncle, Louise Moreau", rapporteur le  23 mai 1990 
479,convention culturelle France-Tchecoslovaquie,"Michel Crucis, Xavier Deniau", rapporteur le  26 septembre 1991 
480,convention d'assistance administrative France-Mali,"Charles Pistre, Bernard Guyomard",  rapporteur le  13 mars 1991
481,convention de securite sociale avec la Cote d'Ivoire,"Pierre Lagorce, Jean-Pierre Bayle",  rapporteur le  29 novembre 1989
482,convention de securite sociale France-Philippines,"Louise Moreau, Jean-Pierre Bayle",  rapporteur le  1<sup>er</sup> avril 1992
483,convention de securite sociale France-Turquie,"Louise Moreau, Jean-Pierre Bayle",  rapporteur le  1<sup>er</sup> avril 1992
484,CONVENTION DEDOMMAGEMENT DES VICTIMES ,Michèle Alliot-Marie,</font></b></p><hr> 
485,convention d'entraide judiciaire avec le Canada,"Jacques Golliet, Étienne Pinte", rapporteur le  27 juin 1990 
486,CONVENTION D'ENTRAIDE JUDICIAIRE FRANCE-BULGARIE,"Louis Jung, Pierre Raynal", rapporteur le  25 mai 1989 
487,convention d'entraide judiciaire France-Uruguay,"André Rouvière, Paul Dhaille", rapporteur le  14 octobre 1992 
488,convention d'extradition entre la France et Monaco,,
489,CONVENTION D'EXTRADITION FRANCE-AUSTRALIE,"Michel D'Aillieres, Pierre Raynal", rapporteur le  9 février 1989 
490,CONVENTION D'EXTRADITION FRANCE-CANADA,"Michel Crucis, François Loncle", rapporteur le  19 avril 1989 
491,CONVENTION DOUANIERE FRANCE-FINLANDE,"Xavier de Villepin, Jean Laborde", rapporteur le  14 décembre 1988 
492,convention douaniere France-Madagascar,"Michel Crucis, Charles Ehrmann", rapporteur le  4 octobre 1990 
493,convention douaniere France-Maroc,"Michel Crucis, Philippe Séguin", rapporteur le  4 octobre 1990 
494,convention entre la France et le Senegal,"Yves Guena, Pierre Raynal", rapporteur le  2 octobre 1991 
495,convention entre la France et l'Islande,"Yves Guena, Pierre Raynal", rapporteur le  2 octobre 1991 
496,CONVENTION ESPECES MENACEES D'EXTINCTION,Claude-Gérard Marcus, 
497,CONVENTION EUROPEENNE SAUVEGARDE DES DROITS DE L'HOMME,Charles Pistre,</font></b></p><hr> 
498,CONVENTION EUROPEENNE SUR LA TORTURE,"Pierre Garmendia, Jean-Pierre Bayle",  rapporteur le  24 novembre 1988
499,CONVENTION FISCALE AVEC SAINT-PIERRE-ET-MIQUELON,"Maurice Pourchon, Josy Moinet",  rapporteur le  14 décembre 1988
500,convention fiscale France-Nigeria,"Yves Guena, Jeanny Lorgeoux", rapporteur le  17 octobre 1990 
501,CONVENTION FISCALE FRANCE-VENEZUELA,"Josy Moinet, Louise Moreau",</font></b></p><hr> rapporteur le  28 juin 1988 
502,CONVENTION FRANCE ETATS-UNIS IMPOTS SUR LE REVENU ET LA FORTUNE,"Pierre Croze, Michèle Alliot-Marie", rapporteur le  25 octobre 1988 
503,CONVENTION FRANCE-ALGERIE ENFANTS DE COUPLES MIXTES,Jean-Yves Le Déaut, 
504,convention France-Australie sur les doubles impositions,"Jean-Marie Daillet, Yves Guena",  rapporteur le  26 avril 1990
505,CONVENTION FRANCE-CONGO SUR LES DOUBLES IMPOSITIONS,"Jeanny Lorgeoux, Josy Moinet",  rapporteur le  14 décembre 1988
506,convention France-Coree sur les doubles impositions,"Yves Guena, Claude-Gérard Marcus", rapporteur le  2 octobre 1991 
507,convention France-Emirats Arabes Unis : doubles impositions,"Serge Beltrame, Yves Guena",  rapporteur le  28 mars 1990
508,Convention France-Equateur sur les doubles impositions,"Jean Laborde, Yves Guena",  rapporteur le  28 mars 1990
509,convention France-Italie sur les doubles impositions,"Yves Guena, Charles Ehrmann", rapporteur le  28 mars 1990 
510,convention France-Italie sur les doubles impositions,"Yves Guena, Charles Ehrmann", rapporteur le  2 octobre 1991 
511,convention France-Koweit sur les doubles impositions,"Yves Guena, Daniel Goulet", rapporteur le  22 mai 1990 
512,CONVENTION FRANCE-LUXEMBOURG DROIT DE GARDE ET DE VISITE,Alain Bocquet,</font></b></p><hr> 
513,convention France-Maurice sur les infractions douanieres,"Michel Bérégovoy, Roger Poudonson",  rapporteur le  20 novembre 1991
514,convention France-Mexique sur les doubles impositions,"Yves Guena, Pierre Brana", rapporteur le  26 mai 1992 
515,convention France-Mongolie sur l'entraide judiciaire,,
516,convention France-Oman sur les doubles impositions,"Serge Beltrame, Yves Guena",  rapporteur le  28 mars 1990
517,convention France-Qatar sur les doubles impositions,"Yves Guena, Pierre Brana", rapporteur le  7 mai 1991 
518,convention France-Suede sur les doubles impositions,"Jean Laborde, Emmanuel Hamel",  rapporteur le  12 décembre 1991
519,CONVENTION FRANCE-SUISSE SUR LES POINCONS OFFICIELS,"Charles Ehrmann, Michel Crucis",  rapporteur le  24 novembre 1988
520,convention France-Venezuela sur les doubles impositions,,
521,CONVENTION FRANCO-BELGE DROIT DE GARDE ET DE VISITE,Jean Seitlinger,</font></b></p><hr> 
522,convention judiciaire,"Michel Crucis, Charles Pistre", rapporteur le  16 mai 1990 
523,convention judiciaire France-Argentine,"Louise Moreau, Jean-Pierre Bayle",  rapporteur le  27 novembre 1991
524,convention judiciaire France-Emirats arabes unis,"Bernard Guyomard, Jean-Marie Daillet", rapporteur le  14 octobre 1992 
525,convention pour la navigation du Rhin,"Louis Jung, Jean-Marie Caro", rapporteur le  22 février 1990 
526,CONVENTION POUR LA PRODUCTION DE LA BANANE,"Louis Jung, Michèle Alliot-Marie", rapporteur le  25 mai 1989 
527,CONVENTION PROTECTION DE LA NATURE PACIFIQUE-SUD,"Roger Poudonson, Michèle Alliot-Marie",</font></b></p><hr> rapporteur le  7 avril 1988 
528,CONVENTION PROTECTION DES MATIERES NUCLEAIRES,"Michel Moreigne, Marie-Noëlle Lienemann", rapporteur le  17 mai 1989 
529,convention relative aux droits de l'enfant,"André Delehedde, Jacques Genton",  rapporteur le  6 juin 1990
530,convention sur la prevention des risques professionnels,,
531,convention sur la securite de la navigation maritime,André Rouvière, rapporteur le  4 octobre 1990
532,convention sur l'affacturage international,"Michel Crucis, Pierre Raynal", rapporteur le  13 mars 1991 
533,convention sur l'age minimum pour l'emploi,"Claude Mont, Maurice Adevah-Poeuf", rapporteur le  12 octobre 1989 
534,CONVENTION SUR L'AGENCE DE GARANTIE DES INVESTISSEMENTS,Jeanny Lorgeoux, 
535,CONVENTION SUR LE CONTRAT DE TRAVAIL,"Marie-Noëlle Lienemann, Pierre Matraja",  rapporteur le  24 novembre 1988
536,convention sur le credit-bail international,"Michel Crucis, Pierre Raynal", rapporteur le  13 mars 1991 
537,CONVENTION SUR L'EGALITE DES TRAVAILLEURS FAMILIAUX,"Robert Montdargent, Pierre Matraja",  rapporteur le  24 novembre 1988
538,CONVENTION SUR L'EMPLOI DES HANDICAPES,"Marie-Noëlle Lienemann, Pierre Matraja",  rapporteur le  24 novembre 1988
539,convention sur l'environnement dans le Pacifique sud,"Jean-Pierre Bayle, Charles Pistre", rapporteur le  18 avril 1990 
540,convention sur les doubles impositions,"Yves Guena, Pierre Brana", rapporteur le  2 octobre 1991 
541,convention sur les inspections de la pharmacie,"Guy Penne, Pierre Hiard", rapporteur le  14 mai 1992 
542,CONVENTIONS DES ETABLISSEMENTS D'ENSEIGNEMENT PRIVES,Claude BIRRAUX,"  TENDANT A AUTORISER CERTAINS ETABLISSEMENTS D'ENSEIGNEMENT SUPERIEUR PRIVES A CONCLURE AVEC L'ETAT DES CONVENTIONS RELATIVES AUX FORMATIONS QU'ILS ASSURENT, n° 193, déposée le  5 octobre 1988"
543,cooperation intercommunale,Louis MERMAZ,"  relative a la cooperation intercommunale et au developpement local, n° 1154, déposée le  20 décembre 1989"
544,cooperation intercommunale,Jean BRIANE,"  relative a la cooperation intercommunale et au developpement local, n° 1259, déposée le  12 avril 1990"
545,cooperation intercommunale,Claude HURIET,
546,cooperation intercommunale et developpement local,Pierre SCHIELE,"  relative a la cooperation intercommunale et au developpement local, n° 246, déposée le  19 avril 1990"
547,corps humain,Bernard Bioulac, 
548,corruption et  transparence,"Yves Durand, Christian Bonnet","  n° 0702 sur Vote sur l'ensemble du texte au cours de la  séance  du vendredi 16 octobre 1992 rapporteur le  21 octobre 1992 rapporteur le  9 décembre 1992 et <a href=""http://www.senat.fr/senateur/bonnet_christian83016p.html"" target=""_blank"">Christian Bonnet</a> rapporteur le  9 décembre 1992 rapporteur, sous le n° 3123 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/bonnet_christian83016p.html"" target=""_blank"">Christian Bonnet</a> rapporteur, sous le n° 100 au Sénat  "
549,cotisations d'assurance vieillesse,Louis DE BROISSIA,"  tendant a moduler les cotisations d'assurance vieillesse en fonction des charges familiales, n° 835, déposée le  28 juin 1989"
550,cotisations dues en cas de licenciement,Marc LAURIOL,"  tendant a modifier l'article L. 321-13 du code du travail afin d'adapter cette disposition a la specificite des particuliers employeurs, n° 80, déposée le  2 décembre 1992"
551,COTISATIONS SOCIALES AGRICOLES,Jean UEBERSCHLAG,
552,cotisations sociales agricoles,"Jean Giovannelli, Bernard Seillier","  n° 0604 sur Vote sur l'ensemble du texte au cours de la  séance  du vendredi 13 décembre 1991 rapporteur le  18 décembre 1991 rapporteur le  19 décembre 1991 et <a href=""/9/tribun/fiches_id/1481.asp"" target=""_blank"">Jean Giovannelli</a> rapporteur le  19 décembre 1991 rapporteur, sous le n° 2508 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/seillier_bernard89041r.html"" target=""_blank"">Bernard Seillier</a> rapporteur, sous le n° 215 au Sénat  "
553,COTISATIONS SOCIALES DES EMPLOYEURS,Michel JACQUEMIN,"  TENDANT A EXONERER LES EMPLOYEURS DES COTISATIONS SOCIALES POUR LES ALLOCATIONS DE RECHERCHE VERSEES AUX ETUDIANTS, n° 583, déposée le  18 avril 1989"
554,COUCHE D'OZONE,"Jeanny Lorgeoux, Xavier de Villepin",  rapporteur le  20 octobre 1988
555,couche d'ozone,"Jean-Yves Le Déaut, Xavier de Villepin",  rapporteur le  20 novembre 1991
556,COUPURES PUBLICITAIRES DES FILMS TELEVISES,Ivan RENAR,"  TENDANT A PRESERVER L'INTEGRITE DES OEUVRES CINEMATOGRAPHIQUES OU DE FICTION DIFFUSEES PAR LES CHAINES DE TELEVISION, NOTAMMENT PAR L'INTERDICTION DES COUPURES PUBLICITAIRES, n° 70, déposée le  4 novembre 1988"
557,Cour de discipline budgetaire et financiere,,
558,courtiers interpretes et conducteurs de navires,Francis SAINT-ELLIER,"  relative a l'exercice de la profession de courtiers interpretes et conducteurs de navires, n° 2161, déposée le  27 juin 1991"
559,cout d'electricite nucleaire,"Michel BARNIER, Jacques Fleury", 
560,COUVERTURE SOCIALE DE CERTAINS AGRICULTEURS,Théo VIAL-MASSAT,"  TENDANT A GARANTIR LA COUVERTURE SOCIALE DE CERTAINS AGRICULTEURS EN RETARD DE PAIEMENT DE LEURS COTISATIONS, n° 598, déposée le  18 avril 1989"
561,CREANCES MOBILIERES ET IMMOBILIERES DES COMMUNES,Francis GENG,"  TENDANT A GARANTIR LES CREANCES MOBILIERES ET IMMOBILIERES DES COMMUNES EN CAS DE LIQUIDATION JUDICIAIRE D'ENTREPRISES SOUS CONTRAT D'ATELIERS-RELAIS AVEC CES COMMUNES, n° 242, déposée le  5 octobre 1988"
562,creances publiques,François COLCOMBET,"  relative au recouvrement des creances publiques, n° 3181, déposée le  17 décembre 1992"
563,creant la BERD,"André Bellon, Xavier de Villepin",  rapporteur le  14 juin 1990
564,creant une delegation parlementaire,François FILLON,
565,creation de fonds de pension,"Philippe MARINI, Philippe Marini","  tendant a permettre la creation de fonds de pension, n° 222, déposée le  23 décembre 1992 rapporteur le  23 décembre 1992"
566,CREATION DE TITRES-LOISIRS,Jean-Paul FUCHS,"  TENDANT A LA CREATION DE TITRES-LOISIRS, n° 520, déposée le  21 décembre 1988"
567,creation d'emplois dans les petites entreprises,Francisque PERRUT,"  tendant a proposer des mesures pour faciliter la creation d'emplois dans les petites entreprises, n° 3072, déposée le  25 novembre 1992"
568,CREATION D'ENTREPRISE,Pierre LAFFITTE,
569,CREATION D'ENTREPRISES INNOVANTES,Pierre LAFFITTE,
570,CREATION D'ETUDES SURVEILLEES,Lucette MICHAUX-CHEVRY,"  TENDANT A GENERALISER LA CREATION D'ETUDES SURVEILLEES APRES LA FERMETURE DES CLASSES, n° 593, déposée le  18 avril 1989"
571,CREATION D'UN CONSEIL NATIONAL DE SECURITE,Alain MAYOUD,
572,creation d'un diplome d'Etat de thanatopracteur,Gérard LÉONARD,
573,creation d'un fonds d'equipement du territoire,Jacques MOSSION,"  visant a creer un fonds d'equipement et d'amenagement du territoire, n° 224, déposée le  23 décembre 1992"
574,creation d'un ministere des retraites,Joseph-Henri MAUJOUAN DU GASSET,"  tendant a creer un ministere des retraites, n° 1926, déposée le  27 mars 1991"
575,creation d'un service civil communal d'interet general,Gilles DE ROBIEN,"  relative au service national et tendant a creer un service civil communal d'interet general, n° 2432, déposée le  11 décembre 1991"
576,creation d'une dotation de solidarite rurale,Philippe VASSEUR,"  tendant a reformer la dotation globale de fonctionnement des communes et a creer une dotation de solidarite rurale, n° 1932, déposée le  27 mars 1991"
577,CREDIT D'HEURE SYNDICAL,Muguette JACQUAINT,"  TENDANT A COMPLETER L'ARTICLE L. 435-2 DU CODE DU TRAVAIL ET RELATIVE AUX CREDITS D'HEURES ALLOUES AU REPRESENTANT SYNDICAL AU COMITE CENTRAL D'ENTREPRISE, n° 51, déposée le  6 juillet 1988"
578,credit-formation,"Alain Néri, Jean Madelain",  rapporteur le  9 mai 1990 
579,CREDITS D'HEURES DES REPRESENTANTS SYNDICAUX,Hector VIRON,"  TENDANT A COMPLETER L'ARTICLE L. 435-2 DU CODE DU TRAVAIL ET RELATIVE AUX CREDITS D'HEURES ALLOUES AU REPRESENTANT SYNDICAL AU COMITE CENTRAL D'ENTREPRISES, n° 8, déposée le  3 octobre 1988"
580,crimes contre l'humanite commis par le regime de Vichy,Charles LEDERMAN,"  relative a la reconnaissance des crimes contre l'humanite commis par le regime de Vichy, n° 41, déposée le  10 novembre 1992"
581,crimes contre l'humanite commis sous Vichy,André DUROMEA,"  relative a la reconnaissance des crimes contre l'humanite commis par le regime de Vichy, n° 2964, déposée le  14 octobre 1992"
582,CRIMES ET DELITS  (LIVRE II),"Charles Jolibois, Michel Pezet"," rapporteur le  15 février 1990    n° 0582 sur Vote sur l'ensemble du texte au cours de la  séance  du lundi 2 décembre 1991 rapporteur le  2 juillet 1992 et <a href=""http://www.senat.fr/senateur/jolibois_charles83038v.html"" target=""_blank"">Charles Jolibois</a> rapporteur le  1<sup>er</sup> juillet 1992 rapporteur, sous le n° 2879 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/jolibois_charles83038v.html"" target=""_blank"">Charles Jolibois</a> rapporteur, sous le n° 477 au Sénat"
583,crimes et delits contre la nation (Livre IV),"François Colcombet, Paul Masson","  n° 0546 sur Vote sur l'ensemble du texte au cours de la  séance  du mardi 8 octobre 1991 rapporteur le  16 octobre 1991  rapporteur le  30 juin 1992 et <a href=""http://www.senat.fr/senateur/masson_paul83043s.html"" target=""_blank"">Paul Masson</a> rapporteur le  30 juin 1992 rapporteur, sous le n° 2851 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/masson_paul83043s.html"" target=""_blank"">Paul Masson</a> rapporteur, sous le n° 466 au Sénat"
584,CRIMES ET DELITS CONTRE LES BIENS (LIVRE III),"Jacques Thyraud, Jean-Jacques Hyest"," rapporteur le  1<sup>er</sup> avril 1992   rapporteur le  1<sup>er</sup> avril 1992  n° 0655 sur Vote sur l'ensemble du texte au cours de la  séance  du jeudi 21 mai 1992 rapporteur le  1<sup>er</sup> juillet 1992 et <a href=""http://www.senat.fr/senateur/hyest_jean_jacques95039l.html"" target=""_blank"">Jean-Jacques Hyest</a> rapporteur le  1<sup>er</sup> juillet 1992 rapporteur, sous le n° 2874 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/thyraud_jacques59248p.html"" target=""_blank"">Jacques Thyraud</a> rapporteur, sous le n° 475 au Sénat"
585,crimes et delits contre les mineurs,Christian BONNET,"  relative aux crimes et delits contre les mineurs, n° 296, déposée le  23 avril 1991"
586,C.R.O.U.S.,Adrien ZELLER,
587,cumul de certaines fonctions electives,Paul LORIDANT,"  tendant a interdire le cumul de certaines fonctions electives par les deputes et par les senateurs, n° 179, déposée le  15 décembre 1990"
588,cumul de certaines fonctions electives,Paul LORIDANT,"  tendant a interdire le cumul de certaines fonctions electives avec le mandat de representant a l'assemblee des communautes europeennes et relative aux garanties accordees a ces fonctions electives, n° 180, déposée le  15 décembre 1990"
589,cumul des mandats des membres du gouvernement,Robert PANDRAUD,"  tendant a limiter le cumul des mandats detenus par les membres du gouvernement, n° 2246, déposée le  1<sup>er</sup> octobre 1991"
590,cumuls de mandats electifs,Jean Louis MASSON,
591,date des elections legislatives en Polynesie,Alexandre LÉONTIEFF,
592,date des essais de medicaments sur l'homme,"Claude HURIET, Claude Huriet, Didier Chouat","  modifiant la date d'entree en vigueur de la loi no 88-1138 du 20 decembre 1988 modifiee relative a la protection des personnes qui se pretent a des recherches biomedicales, n° 320, déposée le  23 mai 1990 rapporteur le  31 mai 1990 "
593,dates des elections locales,Charles MILLON,"  tendant au regroupement des dates des elections locales tous les trois ans, n° 1616, déposée le  3 octobre 1990"
594,dation,Robert POUJADE,"  tendant a permettre la dation en paiement des droits de succession, des droits sur les mutations a titre gratuit entre vifs et du droit de partage par la remise de biens immobiliers susceptibles d'etre annexes au domaine du Conservatoire de l'espace littoral et des rivages lacustres, n° 1370, déposée le  23 mai 1990"
595,decentralisation de la formation professionnelle,Charles MILLON,"  relative a la decentralisation de la formation professionnelle, n° 1317, déposée le  2 mai 1990"
596,decentralisation de la gestion des hopitaux,Charles MILLON,"  tendant a la decentralisation de la gestion des hopitaux, n° 1981, déposée le  17 avril 1991"
597,decentralisation de l'enseignement superieur public,Charles MILLON,"  relative a la decentralisation de l'enseignement superieur public et a l'autonomie des universites, n° 1309, déposée le  2 mai 1990"
598,decentralisation en matiere agricole,Jean PUECH,"  relative a la decentralisation de la politique du developpement rural, n° 245, déposée le  23 décembre 1992"
599,decentralisation en Polynesie francaise,Alexandre LÉONTIEFF,
600,dechets hospitaliers,Jean Louis MASSON,"  tendant a interdire l'importation et l'exportation de dechets hospitaliers et a renforcer le controle de leur elimination, n° 1254, déposée le  12 avril 1990"
601,DECLARATION DE POLITIQUE GENERALE DU GOUVERNEMENT,,
602,Declaration de politique generale du Gouvernement,,
603,Declaration de politique generale du Gouvernement,,
604,declaration de volonte de mourir dans la dignite,Bernard CHARLES,
605,Declaration d'orientation budgetaire du Gouvernement,,
606,Declaration du Gouvernement,,
607,Declaration du Gouvernement,,
608,Declaration du gouvernement,,
609,Declaration du gouvernement,,
610,"DECLARATION DU GOUVERNEMENT DE M. MICHEL ROCARD, PREMIER MINISTRE",,
611,Declaration du Gouvernement evolution de l'Europe de l'Est,,
612,DECLARATION DU GOUVERNEMENT SECTEUR PUBLIC AUDIOVISUEL,,
613,Declaration du Gouvernement sur la Communaute europeenne,,
614,DECLARATION DU GOUVERNEMENT SUR LA COOPERATION,,
615,Declaration du Gouvernement sur la defense,,
616,Declaration du Gouvernement sur la defense,,
617,Declaration du gouvernement sur la France et l'avenir de l'Europe,,
618,Declaration du Gouvernement sur la PAC,,
619,Declaration du Gouvernement sur la PAC,,
620,Declaration du gouvernement sur la politique de la ville,,
621,Declaration du Gouvernement sur la politique de l'eau,,
622,Declaration du Gouvernement sur la politique energetique,,
623,Declaration du Gouvernement sur la situation au Moyen-Orient,,
624,Declaration du Gouvernement sur la situation economique et financiere,,
625,Declaration du Gouvernement sur l'agriculture,,
626,Declaration du gouvernement sur l'agriculture,,
627,declaration du gouvernement sur l'agriculture,,
628,Declaration du Gouvernement sur l'amenagement du territoire,,
629,Declaration du gouvernement sur l'avenir des retraites,,
630,Declaration du Gouvernement sur le Moyen-Orient,,
631,Declaration du Gouvernement sur le Moyen-Orient,,
632,Declaration du gouvernement sur le Moyen-Orient,,
633,Declaration du Gouvernement sur le sommet de Maastricht,,
634,Declaration du Gouvernement sur l'environnement,,
635,Declaration du Gouvernement sur les DOM,,
636,Declaration du Gouvernement sur les negociations du GATT,,
637,Declaration du Gouvernement sur les negociations du GATT,,
638,Declaration du Gouvernement sur les perspectives de la CEE,,
639,Declaration du Gouvernement sur l'Europe,,
640,Declaration du gouvernement sur l'immigration et l'integration,,
641,Declaration du Gouvernement sur l'industrie textile,,
642,declaration du patrimoine des ministres,"Jean AUROUX, Jean-Pierre Michel, Christian Bonnet","  relative a la declaration du patrimoine des membres du Gouvernement et des titulaires de certaines fonctions electives, n° 2368, déposée le  20 novembre 1991  rapporteur le  21 octobre 1992"
643,declaration du patrimoine des parlementaires,"Jean AUROUX, Jean-Pierre Michel","  relative a la declaration du patrimoine des parlementaires, n° 2370, déposée le  20 novembre 1991  "
644,DECLARATION PRENATALE POUR L'ADOPTION,Christine BOUTIN,"  tendant a instituer une declaration prenatale de consentement a l'adoption, n° 11, déposée le  29 juin 1988"
645,Declaration sur la presse et l'audiovisuel,,
646,Declaration sur la presse et l'audiovisuel,,
647,DECLARATION SUR LE SECTEUR PUBLIC AUDIOVISUEL,,
648,"Declaration sur l'union politique, economique et monetaire",,
649,declarations d'utilite publique,Michel PÉRICARD,"  relative a l'article L. 11-5 du code de l'expropriation pour cause d'utilite publique tendant a faire obligation aux commissions d'enquete prealablement a toute declaration d'utilite publique, de motiver leurs conclusions, n° 830, déposée le  28 juin 1989"
650,deduction fiscale de l'adrenoleucodystrophie,Denis JACQUAT,"  tendant a instituer une deduction fiscale au profit des contribuables ayant a charge un ou plusieurs enfants atteints d'adrenoleucodystrophie, n° 2359, déposée le  20 novembre 1991"
651,defaut de securite des produits,"Maurice Briand, Pierre Fauchon","  rapporteur le  15 octobre 1992  rapporteur le  15 octobre 1992 rapporteur le  15 décembre 1992 et <a href=""http://www.senat.fr/senateur/fauchon_pierre92022n.html"" target=""_blank"">Pierre Fauchon</a> rapporteur le  15 décembre 1992 rapporteur, sous le n° 3142 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/fauchon_pierre92022n.html"" target=""_blank"">Pierre Fauchon</a> rapporteur, sous le n° 124 au Sénat"
652,DEFENSE DE LA LANGUE FRANCAISE,Jean Louis MASSON,"  RELATIVE A LA DEFENSE DE LA LANGUE FRANCAISE, n° 96, déposée le  6 juillet 1988"
653,deficients auditifs ou de la parole,Denis JACQUAT,
654,degradations des biens meubles ou immeubles,Gilbert GANTIER,"  tendant a reprimer les degradations commises par les auteurs de graffiti et autres inscriptions sur des biens meubles ou immeubles, n° 1320, déposée le  2 mai 1990"
655,DELAI DE RECOURS EN GARANTIE DANS LES VENTES MOBILIERES,Jean-Guy BRANGER,
656,DELAI DE VIDUITE,Marie-Claude BEAUDEAU,"  TENDANT A ABROGER LES ARTICLES DU CODE CIVIL RELATIFS AU DELAI DE VIDUITE, n° 200, déposée le  22 décembre 1988"
657,DELAI DE VIDUITE,Muguette JACQUAINT,"  TENDANT A ABROGER LES ARTICLES DU CODE CIVIL RELATIFS AU DELAI DE VIDUITE, n° 247, déposée le  5 octobre 1988"
658,delais de paiement des produits alimentaires,Pierre ESTEVE,"  tendant a reduire les delais de paiement des produits alimentaires perissables, n° 2192, déposée le  2 juillet 1991"
659,delais de paiement entre les entreprises,"Jean-Jacques Robert, Pierre Esteve"," rapporteur le  13 octobre 1992   rapporteur le  13 octobre 1992  rapporteur le  10 juin 1992 et <a href=""http://www.senat.fr/senateur/tregouet_rene86047k.html"" target=""_blank"">René Trégouët</a> rapporteur le  10 juin 1992 rapporteur, sous le n° 2766 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/tregouet_rene86047k.html"" target=""_blank"">René Trégouët</a> rapporteur, sous le n° 398 au Sénat  rapporteur le  13 octobre 1992 "
660,DELEGATION AUX LIBERTES,François ASENSI,"  TENDANT A CREER UNE DELEGATION AUX LIBERTES, n° 56, déposée le  6 juillet 1988"
661,delegation parlementaire pour le developpement,Louis MERMAZ,"  tendant a modifier l'article 6-bis de l'ordonnance no 58-1100 du 17 novembre 1958 relative au fonctionnement des Assemblees parlementaires afin d'instituer dans chaque assemblee une delegation parlementaire pour le developpement, n° 833, déposée le  28 juin 1989"
662,DELIMITATION DES CIRCONSCRIPTIONS LEGISLATIVES,Élie CASTOR,
663,delivrance de certificats d'hebergement,Patrick BALKANY,
664,delivrance des permis de construire,André BOHL,
665,DELIVRANCE DU PERMIS DE CONSTRUIRE,Louis MERMAZ,"  TENDANT A LIER LA PROCEDURE DE DELIVRANCE DU PERMIS DE CONSTRUIRE A CELLE DES AUTORISATIONS D'EXPLOITATION D'INSTALLATION CLASSEE, n° 469, déposée le  14 décembre 1988"
666,demarchage de droits litigieux,René CARPENTIER,"  relative au demarchage de droits litigieux, n° 2438, déposée le  11 décembre 1991"
667,democratisation de l'ISF,Xavier DE VILLEPIN,"  visant a democratiser l'impot de solidarite sur la fortune, n° 227, déposée le  23 décembre 1992"
668,democratisation du secteur public,"Philippe de Bourgoing, Alfred Recours", rapporteur le  16 octobre 1990 
669,departements des DDE,"René Dosière, Lucien Lanier","  rapporteur le  24 juin 1992 rapporteur le  4 novembre 1992 et <a href=""/14/tribun/fiches_id/1155.asp"" target=""_blank"">René Dosière</a> rapporteur le  3 novembre 1992 rapporteur, sous le n° 2998 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/lanier_lucien88013h.html"" target=""_blank"">Lucien Lanier</a> rapporteur, sous le n° 34 au Sénat"
670,depenalisant l'auto-avortement,Françoise SELIGMANN,"  relative a l'interruption volontaire de grossesse et supprimant la penalisation de l'auto-avortement, n° 108, déposée le  10 décembre 1992"
671,dependance,Roselyne BACHELOT-NARQUIN,"  sur la dependance, n° 1873, déposée le  19 décembre 1990"
672,DEPENSES DE SANTE DES PLUS DE 60 ANS,Michel PELCHAT,"  TENDANT A REMBOURSER EN TOTALITE LES DEPENSES DE SANTE DES PERSONNES AGEES DE PLUS DE SOIXANTE ANS, n° 212, déposée le  5 octobre 1988"
